X,Y,FID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,NAICS_DESC,SOURCE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive Factor,Recommended
-13021498.8313,3875721.6056,788,EDGEMOOR GERIATRIC HOSPITAL,655 PARK CENTER DRIVE,SANTEE,CA,92071,PSYCHIATRIC,192,SAN DIEGO,USA,32.852345105,-116.974114223,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.sdcounty.ca.gov,109,192,0,0,17.104.10.55,14,-6,290.6666666666667,Yes
-13429014.5948,4226941.7732,789,DEPARTMENT OF STATE HOSPITAL - ATASCADERO,10333 EL CAMINO REAL,ATASCADERO,CA,93423,PSYCHIATRIC,1275,SAN LUIS OBISPO,USA,35.4627176130001,-120.634890612,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.dsh.ca.gov/atascadero/,59,1275,1,0,4.35.205.41,175,155,2.065556711758585,Yes
-13677202.6649,4668396.0969,790,HEALDSBURG DISTRICT HOSPITAL,1375 UNIVERSITY STREET,HEALDSBURG,CA,95448,GENERAL ACUTE CARE,43,SONOMA,USA,38.627095508,-122.864401979,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.nschd.org,145,43,1,1,128.95.212.125,118,98,1.3246043315285299,Yes
-13151770.7604,4107339.3739,791,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93551,GENERAL ACUTE CARE,157,LOS ANGELES,USA,34.5828776330001,-118.144366873,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.palmdaleregional.com,111,157,1,1,60.59.60.97,43,23,17.47164461247637,Yes
-13117291.6513,4041902.6728,792,SAN DIMAS COMMUNITY HOSPITAL,1350 WEST COVINA BOULEVARD,SAN DIMAS,CA,91773,GENERAL ACUTE CARE,101,LOS ANGELES,USA,34.0975093230001,-117.834635766,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.sandimashospital.com,113,101,0,0,67.220.78.174,112,92,0.6742084120982986,No
-13147490.7388,4042354.2945,793,SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,GENERAL ACUTE CARE,273,LOS ANGELES,USA,34.100868785,-118.105918785,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.sgvmc.org,47,273,0,0,173.30.56.79,87,67,1.4291601693027403,Yes
-13043085.7754,3991199.9328,794,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,CA,92585,GENERAL ACUTE CARE,84,RIVERSIDE,USA,33.7195022650001,-117.168033041,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.valleyhealthsystem.com,124,84,0,1,159.243.64.232,83,63,1.812169312169312,Yes
-13075571.3696,4017931.045,795,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,9990 COUNTY FARM ROAD,RIVERSIDE,CA,92503,GENERAL ACUTE CARE,77,RIVERSIDE,USA,33.9190012010001,-117.459856099,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.rcrmc.org,81,77,0,0,72.29.34.93,52,32,3.04541015625,Yes
-13501515.2152,4683126.9006,796,CIRBY HILLS BEHAVIORAL HEALTH,101 CIRBY HILLS DRIVE,ROSEVILLE,CA,95661,PSYCHIATRIC,16,PLACER,USA,38.7303997820001,-121.286174766,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.telecarecorp.com/programs/30,56,16,1,1,178.1.115.193,61,41,1.2665080309339678,Yes
-13334802.8079,4419628.0345,797,FRESNO HEART AND SURGICAL HOSPITAL,15 E. AUDUBON DRIVE,FRESNO,CA,93720,GENERAL ACUTE CARE,57,FRESNO,USA,36.8601259070001,-119.788571731,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.fresnoheartandsurgical.org,80,57,1,1,5.152.85.222,111,91,1.2753290665378576,Yes
-13331683.832,4416824.7091,798,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,7173 NO. SHARON AVENUE,FRESNO,CA,93720,GENERAL ACUTE CARE,62,FRESNO,USA,36.8399745140001,-119.760553493,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.sjvrehab.com,97,62,1,0,73.89.82.165,102,82,0.9472040452111838,No
-13780490.7495,4880728.8922,799,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,CA,95542,GENERAL ACUTE CARE,17,HUMBOLDT,USA,40.1016781590001,-123.792254629,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.shchd.org,94,17,1,0,144.243.130.103,70,50,0.8196,No
-13242825.8791,4529249.3038,800,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD,MAMMOTH LAKES,CA,93546,GENERAL ACUTE CARE,17,MONO,USA,37.643950209,-118.962328921,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.mammothhospital.com,48,17,0,1,193.163.185.125,75,55,0.6348760330578512,No
-13116376.3145,4000453.3716,801,CHAPMAN MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,ORANGE,CA,92669,GENERAL ACUTE CARE,114,ORANGE,USA,33.788614943,-117.826413156,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.chapmanmedicalcenter.com,48,114,1,1,205.72.162.55,130,110,1.2261157024793388,Yes
-13128572.0721,3990588.6576,802,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,GENERAL ACUTE CARE,293,ORANGE,USA,33.714934772,-117.93596951,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.fountainvalleyhospital.com,126,293,0,1,140.123.172.168,65,45,9.615555555555554,Yes
-13465038.6185,4532181.068,803,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,GENERAL ACUTE CARE,23,STANISLAUS,USA,37.664801074,-120.958499923,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.stanislaussurgical.com,102,23,0,1,101.86.12.20,136,116,0.5871730083234245,No
-13245173.5909,4306095.2112,804,PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,PORTERVILLE,CA,93258,GENERAL ACUTE CARE,1226,TULARE,USA,36.0397712180001,-118.983418775,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.dds.ca.gov/porterville/,77,1226,0,0,225.159.179.153,90,70,9.632857142857144,Yes
-9353183.1593,4012374.2969,805,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GENERAL ACUTE CARE,247,GWINNETT,USA,33.877568549,-84.021073872,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://eastsidemedical.com,99,281,1,1,203.63.51.36,63,43,8.522714981070848,Yes
-9135492.3666,3816872.5499,806,CANDLER COUNTY HOSPITAL,400 CEDAR ROAD,METTER,GA,30439,CRITICAL ACCESS,25,CANDLER,USA,32.4071325250001,-82.065524209,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.candlercountyhospital.com,118,25,0,0,80.90.201.41,94,74,0.2693571950328707,No
-9393756.8593,3997869.2209,807,SELECT SPECIALTY HOSPITAL - ATLANTA,"550 PEACHTREE STREET, NE",ATLANTA,GA,30308,LONG TERM CARE,30,FULTON,USA,33.7693198790001,-84.3855536199999,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://167.193.144.247/,http://www.selectspecialtyhospitals.com/company/locations/atlanta.aspx,123,30,1,0,238.162.43.221,187,167,0.5661551149198609,No
-9280811.2136,3939969.9107,808,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,CRITICAL ACCESS,25,PUTNAM,USA,33.3358661950001,-83.370945622,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.putnamgeneral.com,136,25,0,1,144.53.76.253,197,177,0.5542628235819848,No
-9326389.1125,3649075.3733,809,COLQUITT REGIONAL MEDICAL CENTER,"3131 THOMASVILLE HWY, BOX 40",MOULTRIE,GA,31768,GENERAL ACUTE CARE,99,COLQUITT,USA,31.125630098,-83.7803788539999,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.colquittregional.com,83,99,1,0,19.192.196.66,180,160,0.66048828125,No
-9116957.6977,3785105.1184,810,EVANS MEMORIAL HOSPITAL,200 NORTH RIVER STREET,CLAXTON,GA,30417,GENERAL ACUTE CARE,49,EVANS,USA,32.1658831440001,-81.899024445,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.evansmemorialhospital.org,86,49,1,0,205.199.226.50,43,23,4.482986767485823,Yes
-10039530.1467,3503132.8961,811,TULANE - LAKESIDE HOSPITAL,4700 S I 10 SERVICE RD W,METAIRIE,LA,70001,GENERAL ACUTE CARE,-999,JEFFERSON,USA,29.9967562470001,-90.186633762,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://tulanehealthcare.com/tulanelakeside/,116,119,1,0,9.167.173.1,138,118,0.9956908934214306,No
-9432659.0913,3655559.8929,812,MILLER COUNTY HOSPITAL,209 NORTH CUTHBERT STREET,COLQUITT,GA,31737,CRITICAL ACCESS,25,MILLER,USA,31.1754823090001,-84.735018316,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.millercountyhospital.com,90,25,1,1,219.11.218.110,139,119,1.0794435421227315,Yes
-9351012.5821,3986011.1831,813,PIEDMONT ROCKDALE HOSPITAL,1412 MILSTEAD AVENUE NE,CONYERS,GA,30012,GENERAL ACUTE CARE,146,ROCKDALE,USA,33.6807238280001,-84.001575245,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.rockdalemedicalcenter.org,82,138,0,0,126.82.80.166,198,178,0.17857593738164373,No
-9426951.0896,3880663.59,814,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,GENERAL ACUTE CARE,104,MERIWETHER,USA,32.8896318980001,-84.683742464,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.warmspringsmc.org,132,25,0,1,25.19.37.106,67,47,1.2469443186962428,Yes
-9173343.396,3896613.7814,815,JEFFERSON HOSPITAL,1067 PEACHTREE STREET,LOUISVILLE,GA,30434,GENERAL ACUTE CARE,37,JEFFERSON,USA,33.009867494,-82.405545791,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.jeffersonhosp.com,89,37,1,0,184.173.49.45,168,148,0.5751689189189189,No
-9195785.5356,3744581.7623,816,JEFF DAVIS HOSPITAL,"163 SOUTH TALLAHSSEE, P O BOX 1690",HAZLEHURST,GA,31539,GENERAL ACUTE CARE,25,JEFF DAVIS,USA,31.8572098610001,-82.607146961,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.jeffdavishospital.org/getpage.php?name=2013hf,48,35,0,0,140.50.92.106,40,20,2.1,Yes
-9346640.4818,4148413.3417,817,UNION GENERAL HOSPITAL,35 HOSPITAL CIRCLE,BLAIRSVILLE,GA,30512,GENERAL ACUTE CARE,45,UNION,USA,34.8861000000001,-83.9623,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://www.uniongeneralhospital.com,148,45,1,0,30.248.115.86,95,75,1.092,Yes
-9120910.9472,3869348.766,818,JENKINS COUNTY HOSPITAL,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,CRITICAL ACCESS,25,JENKINS,USA,32.804239508,-81.9345370899999,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.gamap2care.info/,http://jenkins.optimhealth.com/,93,25,0,0,83.18.238.140,127,107,0.10153725216176085,No
-9591632.4885,4835443.6011,819,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 N SENATE BLVD,INDIANAPOLIS,IN,46202,GENERAL ACUTE CARE,1244,MARION,USA,39.789801115,-86.163100641,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/qamis/hosdir,http://www.iuhealth.org,100,1244,1,1,55.200.146.111,11,-9,768.9012345679013,Yes
-10027315.0761,3497741.1416,820,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,GENERAL ACUTE CARE,327,ORLEANS,USA,29.954800113,-90.0769039149999,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.tuhc.com,55,327,1,1,199.36.205.210,198,178,1.2838183310188107,Yes
-10124724.9849,3529735.046,822,ST. JAMES BEHAVIORAL HEALTH HOSPITAL,3136 S ST. LANDRY ROAD,GONZALES,LA,70737,PSYCHIATRIC,10,ASCENSION,USA,30.2035020440001,-90.951952014,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://sjbhh.com/,82,10,0,0,117.156.174.41,121,101,0.04019213802568376,No
-10188385.9344,3477963.4844,823,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538,GENERAL ACUTE CARE,22,ST. MARY,USA,29.800748013,-91.523828054,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.franklinfoundation.org,68,22,1,1,145.122.56.241,152,132,1.0429292929292928,Yes
-10102062.4253,3452180.463,824,PHYSICIANS MEDICAL CENTER,218 CORPORATE DR,HOUMA,LA,70360,GENERAL ACUTE CARE,10,TERREBONNE,USA,29.599562298,-90.748370778,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://physicianshouma.com/,80,10,0,1,115.18.25.180,115,95,0.5443213296398892,No
-10274462.5763,3504589.4157,825,ABROM KAPLAN MEMORIAL HOSPITAL,1310 W 7TH ST,KAPLAN,LA,70548,GENERAL ACUTE CARE,35,VERMILION,USA,30.0080871660001,-92.297067684,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.lafayettegeneral.com,104,35,1,1,135.71.61.0,49,29,3.164090368608799,Yes
-10097121.3648,3510219.1067,826,ST. JAMES PARISH HOSPITAL,1645 LUTCHER AVE,LUTCHER,LA,70071,GENERAL ACUTE CARE,20,ST. JAMES,USA,30.051870889,-90.703984476,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.sjph.org,48,20,1,0,240.108.62.162,37,17,2.160899653979239,Yes
-10235035.7614,3866271.1269,827,CYPRESS GROVE BEHAVIORAL HEALTH LLC,4673 EUGENE WARE BLVD,BASTROP,LA,71220,PSYCHIATRIC,60,MOREHOUSE,USA,32.7809985170001,-91.94289058,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.libertybh.com/,47,60,1,0,146.81.129.198,111,91,0.670269291148412,No
-10147720.7739,3611403.9495,828,VILLA FELICIANA MEDICAL COMPLEX,5002 HIGHWAY 10,JACKSON,LA,70748,GENERAL ACUTE CARE,10,EAST FELICIANA,USA,30.8354991190001,-91.158526702,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.dhh.state.la.us/,87,10,0,0,219.1.67.90,48,28,0.5548469387755103,No
-10149260.0704,3870187.1648,829,EAST CARROLL PARISH HOSPITAL,336 N HOOD ST,LAKE PROVIDENCE,LA,71254,GENERAL ACUTE CARE,11,EAST CARROLL,USA,32.810569679,-91.172354437,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,NOT AVAILABLE,102,11,0,1,78.94.192.122,43,23,1.560491493383743,Yes
-10432513.5427,3836518.7052,830,PROMISE HOSPITAL OF LOUISIANA-BOSSIER CITY CAMPUS,2525 VIKING DR,BOSSIER CITY,LA,71111,LONG TERM CARE,196,BOSSIER,USA,32.5560083890001,-93.716863672,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://promise-louisiana.com/our-culture/what-we-provide/,74,196,1,1,242.39.250.152,174,154,1.3057851239669422,Yes
-10272071.6549,3745033.7718,831,HARDTNER MEDICAL CENTER,1102 N PINE RD,OLLA,LA,71465,GENERAL ACUTE CARE,35,LA SALLE,USA,31.8606586220001,-92.275589672,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.hardtnermedical.com,51,35,0,1,39.100.194.142,179,159,0.5353031921205649,No
-10248400.2708,3651405.2846,832,AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,GENERAL ACUTE CARE,35,AVOYELLES,USA,31.1435451950001,-92.06294601,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.avoyelleshospital.com,145,35,0,0,174.233.83.91,42,22,5.242768595041322,Yes
-10026894.4811,3561190.2546,833,PAM SPECIALTY HOSPITAL OF COVINGTON,20050 CRESTWOOD BLVD,COVINGTON,LA,70433,LONG TERM CARE,58,ST. TAMMANY,USA,30.4474054200001,-90.0731256459999,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.northshoreltach.com,105,58,1,1,172.108.255.80,71,51,2.170703575547866,Yes
-10075868.4522,3598063.6155,834,HOOD MEMORIAL HOSPITAL,301 WALNUT ST,AMITE,LA,70422,GENERAL ACUTE CARE,17,TANGIPAHOA,USA,30.7325457760001,-90.513066314,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,www.hoodmemorial.com/,111,17,1,1,74.186.207.242,149,129,1.0566973138633495,Yes
-10130034.9435,3560563.8152,835,OCHSNER MEDICAL CENTER-BATON ROUGE,17000 MEDICAL CENTER DR,BATON ROUGE,LA,70816,GENERAL ACUTE CARE,110,EAST BATON ROUGE,USA,30.4425539470001,-90.999652184,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,https://www.ochsner.org/,58,110,0,1,37.95.136.28,73,53,1.6356354574581702,Yes
-10380215.5429,3521637.7813,836,LAKE CHARLES MEMORIAL HOSPITAL FOR WOMEN,1900 W GAUTHIER RD,LAKE CHARLES,LA,70605,WOMEN,38,CALCASIEU,USA,30.1406177580001,-93.247062746,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.lcmh.com/womens-hospital,67,38,1,0,244.211.218.132,151,131,0.5741798263504457,No
-9822031.2373,5315940.0811,837,WAUKESHA CTY MENTAL HLTH CTR,1501 AIRPORT RD,WAUKESHA,WI,53188,PSYCHIATRIC,28,WAUKESHA,USA,43.0260652200001,-88.232807816,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.dhs.wisconsin.gov/guide/hospital.htm,http://www.waukeshacounty.gov/,124,28,0,0,215.43.183.57,70,50,0.6944,No
-13564018.2151,4830340.0221,838,BUTTE COUNTY PHF,592 RIO LINDO AVENUE,CHICO,CA,95926,PSYCHIATRIC,16,BUTTE,USA,39.7545639690001,-121.847648767,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.buttecounty.net/behavioral%20health/psychiatric%20health%20facility.aspx,52,16,0,1,130.189.102.250,129,109,0.5350138877198889,No
-12759161.0641,4141218.5465,839,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVENUE,NEEDLES,CA,92363,GENERAL ACUTE CARE,25,SAN BERNARDINO,USA,34.8330659210001,-114.617493964,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.cityofneedles.com/hospitals.asp,146,25,1,1,113.224.136.25,129,109,1.1536065987711472,Yes
-13030732.8246,3865686.9508,840,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,GENERAL ACUTE CARE,226,SAN DIEGO,USA,32.7765863870001,-117.057064596,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.alvaradohospital.com,64,226,0,1,101.45.174.183,44,24,13.055555555555554,Yes
-13029296.4911,3865428.1505,841,ALVARADO PARKWAY INSTITUTE B.H.S.,7050 PARKWAY DRIVE,LA MESA,CA,91942,PSYCHIATRIC,66,SAN DIEGO,USA,32.7746316660001,-117.044161793,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.apibhs.com,128,66,0,0,199.60.68.202,72,52,1.5621301775147929,Yes
-13040482.2754,3863012.4333,842,KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BOULEVARD,SAN DIEGO,CA,92104,GENERAL ACUTE CARE,70,SAN DIEGO,USA,32.756383661,-117.144645403,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.kindredsandiego.com,78,70,0,1,225.46.156.93,105,85,0.8778546712802768,No
-13033546.1029,3853612.2767,843,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,CA,92050,GENERAL ACUTE CARE,227,SAN DIEGO,USA,32.6853405530001,-117.082336705,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.paradisevalleyhospital.org,56,227,0,0,7.179.253.32,191,171,0.2173660271536541,No
-13628385.8815,4547599.8779,844,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,CA,94116,GENERAL ACUTE CARE,780,SAN FRANCISCO,USA,37.7743640780001,-122.425873352,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://lagunahonda.org/,48,780,1,0,164.93.247.192,95,75,3.8280000000000003,Yes
-10431543.214,3767958.867,845,DESOTO REGIONAL HEALTH SYSTEM,207 JEFFERSON ST,MANSFIELD,LA,71052,GENERAL ACUTE CARE,-999,DE SOTO,USA,32.035404129,-93.708147061,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://www.desotoregional.com/,100,34,1,0,114.59.122.86,144,124,0.6105619146722164,No
-10283175.1238,3567486.8272,846,EUNICE EXTENDED CARE HOSPITAL,3879 HIGHWAY 190,EUNICE,LA,70535,LONG TERM CARE,-999,ST. LANDRY,USA,30.4961559450001,-92.37533383,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,http://lhcgroup.com/locations/eunice-extended-care-hospital,130,18,0,0,65.40.20.185,129,109,0.09847655921218752,No
-13631834.2553,4546066.0625,847,LANGLEY PORTER PSYCHIATRIC INSTITUTE,401 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,PSYCHIATRIC,67,SAN FRANCISCO,USA,37.763472349,-122.456850621,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://psych.ucsf.edu/lpphc.aspx,134,67,0,0,174.241.116.73,77,57,1.3816558941212682,Yes
-13631948.5311,4546010.3712,848,UCSF MEDICAL CENTER,505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94122,GENERAL ACUTE CARE,580,SAN FRANCISCO,USA,37.7630768510001,-122.457877178,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,https://www.ucsfhealth.org/,105,580,1,0,198.165.228.19,26,6,846.3333333333334,Yes
-13629863.5207,4549086.5784,849,UCSF MEDICAL CENTER AT MOUNT ZION,1600 DIVISADERO STREET,SAN FRANCISCO,CA,94115,GENERAL ACUTE CARE,140,SAN FRANCISCO,USA,37.7849197100001,-122.439147211,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.ucsfhealth.org,88,140,1,1,189.220.121.107,189,169,1.2156787227337977,Yes
-13146700.686,4017084.8605,850,COAST PLAZA DOCTORS HOSPITAL,13100 SOUTH STUDEBAKER ROAD,NORWALK,CA,90650,GENERAL ACUTE CARE,117,LOS ANGELES,USA,33.912693115,-118.09882162,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.coastplaza.com,42,117,0,1,143.108.253.65,172,152,0.6063452216066482,No
-13160656.6141,4027390.8196,851,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,CA,90255,GENERAL ACUTE CARE,81,LOS ANGELES,USA,33.989489571,-118.224189855,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.chhplax.com,145,81,1,1,104.149.177.221,104,84,1.8322704081632653,Yes
-13185322.1465,4072643.0205,852,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,91342,GENERAL ACUTE CARE,355,LOS ANGELES,USA,34.325871722,-118.445764102,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.ladhs.org,139,355,1,0,151.250.231.213,130,110,2.5390495867768594,Yes
-13176048.6178,4036507.5288,853,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BOULEVARD,LOS ANGELES,CA,90036,GENERAL ACUTE CARE,17,LOS ANGELES,USA,34.0573663500001,-118.362458577,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/hid/facility-listing.html,http://www.miraclemilemedicalcenter.com,73,17,0,1,154.158.27.112,198,178,0.5195840171695493,No
